,Inflight wifi service,Gate location,Online boarding,Inflight entertainment,On-board service,Leg room service,Checkin service,Cleanliness,Type of Travel Ordinal,Class Ordinal,satisfaction Ordinal
41843,2,3,2,5,5,2,4,5,1,2,0
41844,4,4,4,4,4,2,1,4,1,2,0
41845,5,5,3,3,5,2,3,3,1,1,1
41846,5,5,4,5,5,5,5,5,1,1,1
41847,3,4,3,5,3,5,3,5,0,0,0
41848,2,4,1,2,5,3,5,2,1,2,0
41849,3,4,4,4,4,3,5,5,0,2,0
41850,4,4,5,5,5,5,5,3,1,1,1
41851,3,2,5,2,2,3,3,3,0,2,0
41852,5,5,4,5,5,4,5,3,1,1,1
41853,2,3,3,4,2,1,5,4,1,2,0
41854,2,1,5,5,5,2,4,3,0,2,0
41855,3,3,4,2,2,1,1,2,0,2,0
41856,5,5,5,5,5,5,5,3,1,1,1
41857,3,1,3,2,5,5,4,2,1,1,0
41858,1,4,2,2,2,2,1,2,1,1,0
41859,2,2,2,2,3,2,2,2,1,2,0
41860,1,1,4,3,4,5,4,4,1,1,1
41861,1,1,4,4,4,4,5,3,1,1,1
41862,3,4,2,3,3,3,3,2,1,1,0
41863,4,4,5,4,4,4,3,3,1,1,1
41864,3,5,3,1,4,4,3,1,0,0,0
41865,4,3,5,5,5,5,1,2,0,2,1
41866,3,5,3,3,3,2,1,3,1,1,0
41867,1,1,4,5,5,5,4,4,1,1,1
41868,1,2,1,2,3,5,3,2,0,2,0
41869,2,3,2,2,4,1,3,2,0,2,0
41870,2,2,3,2,2,2,4,4,1,1,0
41871,3,5,3,3,3,1,3,3,1,2,0
41872,1,1,5,4,4,4,4,5,1,1,1
41873,4,4,4,4,4,4,3,4,1,1,1
41874,3,3,3,3,2,2,1,3,1,2,0
41875,3,3,5,4,4,4,5,3,1,1,1
41876,1,1,2,4,4,4,5,5,1,1,1
41877,5,5,4,5,3,2,4,5,1,1,1
41878,2,2,5,2,2,2,3,4,0,2,0
41879,2,4,1,3,5,1,2,3,0,2,0
41880,3,1,4,5,5,3,5,3,0,2,0
41881,4,4,4,4,1,1,1,4,1,1,0
41882,1,4,1,1,1,3,4,1,1,0,0
41883,2,4,2,4,4,2,1,4,1,2,0
41884,5,5,4,3,3,4,3,5,1,1,1
41885,2,4,2,2,2,3,1,2,1,0,0
41886,2,3,4,1,1,2,3,4,0,2,0
41887,2,2,3,3,3,3,3,5,1,1,1
41888,2,4,4,4,2,5,4,4,0,1,0
41889,3,4,3,2,5,3,3,2,0,2,0
41890,4,4,3,3,3,4,4,3,0,2,0
41891,1,4,1,2,5,4,5,2,0,2,0
41892,2,1,2,1,5,4,5,1,0,2,0
41893,3,4,3,4,4,5,5,4,0,2,0
41894,3,3,5,4,4,4,5,3,1,1,1
41895,2,4,2,4,4,2,5,4,1,2,0
41896,2,5,2,2,2,5,1,2,1,2,0
41897,4,1,2,4,4,4,3,4,1,0,1
41898,3,3,4,4,4,4,5,5,1,1,1
41899,1,3,1,1,4,5,4,1,1,1,0
41900,3,3,4,5,5,5,4,3,1,1,1
41901,1,1,5,5,5,5,3,3,1,1,1
41903,1,4,1,3,1,5,2,3,0,2,0
41904,1,4,4,5,5,1,3,3,0,2,0
41905,1,2,1,1,4,5,3,1,1,2,0
41906,5,3,5,1,4,2,4,1,1,1,1
41907,2,2,2,2,2,2,1,2,1,2,0
41909,2,2,2,1,5,2,1,1,0,2,0
41910,2,3,2,2,3,5,2,2,1,2,0
41911,4,2,4,3,3,4,5,3,0,2,0
41912,4,4,4,5,5,5,4,4,1,1,1
41913,2,4,2,5,5,5,5,5,0,2,0
41914,4,4,4,5,1,3,4,5,1,2,0
41915,2,2,2,1,3,3,5,1,1,1,0
41916,1,1,3,3,5,4,5,3,1,1,1
41917,5,3,5,3,3,3,3,3,0,2,1
41918,4,3,5,5,3,3,5,5,0,2,0
41919,4,3,4,3,3,3,5,3,0,2,0
41920,2,4,5,4,4,2,3,5,0,2,0
41922,3,4,3,3,3,3,1,1,1,1,0
41923,4,4,4,5,5,4,4,5,1,1,1
41924,3,3,4,5,5,3,3,5,0,1,0
41925,2,2,4,5,5,5,4,3,1,1,1
41926,1,1,5,2,2,2,4,3,1,1,1
41927,3,3,3,4,4,1,2,4,0,2,0
41928,2,4,2,4,4,5,3,4,1,2,0
41929,4,4,4,4,4,4,5,4,1,1,1
41930,5,5,5,3,3,4,5,5,1,1,1
41931,1,1,1,4,5,3,1,1,1,1,0
41932,2,3,2,1,3,4,2,2,0,0,0
41933,5,5,4,5,5,5,3,5,1,1,1
41934,2,2,2,3,3,3,5,3,1,1,0
41935,2,1,2,4,4,2,4,4,0,2,0
41936,5,4,5,5,5,5,5,4,1,0,1
41937,2,2,5,5,4,5,5,5,1,1,1
41938,1,2,5,3,3,3,5,5,1,2,0
41939,2,2,2,2,2,2,1,4,1,1,0
41940,3,4,3,5,3,1,3,5,1,2,0
41941,3,1,5,5,4,3,2,5,0,2,0
41942,2,4,2,4,2,3,2,4,0,2,0
41943,3,3,4,4,4,4,5,3,1,1,1
41944,2,3,4,4,4,2,5,5,0,1,0
41945,5,5,4,2,2,2,5,5,1,1,1
41946,2,2,3,3,1,4,3,3,1,2,0
41947,1,4,2,5,1,5,2,5,1,2,0
41948,3,3,3,5,2,4,2,5,0,2,0
41949,4,4,4,4,1,5,3,4,1,2,1
41950,5,4,5,5,4,3,5,5,1,2,1
41951,1,1,5,5,5,5,4,4,1,1,1
41952,5,5,3,4,3,5,3,3,1,1,1
41953,3,2,3,5,3,5,4,5,0,2,0
41954,4,4,4,4,4,4,1,3,1,1,0
41955,4,4,4,4,3,4,5,4,1,1,1
41956,4,4,4,2,2,4,3,5,0,1,0
41957,2,2,4,2,2,2,4,4,1,1,1
41958,4,5,1,4,4,4,5,1,1,2,1
41959,5,5,4,4,4,2,5,4,1,1,1
41960,1,3,1,5,5,4,1,3,1,1,0
41962,3,1,3,4,3,3,1,4,1,2,0
41963,2,3,2,2,4,2,3,2,0,2,0
41964,1,1,1,2,3,2,3,2,1,2,0
41965,4,4,4,4,4,2,4,4,1,2,1
41966,3,2,3,1,3,3,3,1,1,2,0
41967,1,4,2,1,4,1,4,1,0,2,0
41968,5,2,5,5,1,2,2,5,1,2,1
41971,3,4,3,4,4,5,2,4,1,2,0
41972,1,4,1,5,4,4,3,5,1,2,0
41973,4,4,5,5,5,5,5,3,1,1,1
41974,4,2,4,3,3,2,5,3,1,1,1
41975,5,5,5,5,5,5,2,2,1,2,1
41976,3,3,1,4,4,4,5,5,1,1,1
41977,3,2,2,3,3,2,3,2,0,2,0
41978,3,5,3,3,3,3,2,3,1,1,0
41979,2,2,4,4,4,4,3,5,1,1,1
41981,4,4,4,4,3,2,5,4,1,1,1
41983,2,3,2,4,3,2,5,4,1,1,1
41985,2,4,2,2,1,4,3,2,1,1,0
41986,3,1,3,5,3,5,3,5,0,2,0
41987,5,3,5,3,3,4,5,3,1,1,1
41988,2,3,2,1,4,5,3,1,1,2,0
41989,4,1,4,4,1,2,4,4,1,2,1
41990,2,4,2,5,4,2,2,5,1,2,0
41991,4,3,4,4,5,3,4,4,0,2,0
41992,3,3,5,4,4,4,5,4,1,1,1
41993,2,5,3,2,2,2,1,3,1,0,0
41994,2,3,2,4,4,2,3,4,1,2,0
41996,3,1,5,5,5,4,3,4,0,2,0
41997,4,2,4,4,4,5,2,4,1,2,0
41998,1,3,1,5,1,5,1,5,0,2,0
41999,3,3,4,5,5,5,4,3,1,1,1
42000,3,3,3,3,3,4,1,3,0,2,0
42001,3,2,4,3,3,3,4,4,0,2,0
42002,1,2,1,3,3,4,3,3,0,1,0
42003,2,2,5,4,4,2,5,4,0,2,0
42004,3,2,4,1,1,3,5,5,0,2,0
42005,5,5,5,5,4,5,5,5,1,1,1
42006,3,3,2,4,4,4,3,4,1,1,1
42007,2,2,5,4,4,5,5,5,1,1,1
42008,1,1,4,5,5,5,4,5,1,1,1
42009,4,3,4,4,4,2,4,4,1,1,0
42010,5,5,4,4,4,4,5,5,1,1,1
42011,3,3,3,4,3,4,4,4,0,2,0
42012,2,4,2,4,3,1,2,4,0,2,0
42013,4,4,5,5,5,5,4,4,1,1,1
42014,2,2,5,5,5,2,5,3,0,0,0
42015,2,4,2,1,3,2,4,1,0,2,0
42016,3,4,4,2,2,3,5,5,0,2,0
42017,2,3,2,5,3,2,4,5,1,2,0
42018,3,3,5,3,3,3,4,3,1,1,1
42019,3,4,3,4,4,1,1,4,0,2,0
42020,3,4,3,1,3,4,5,1,0,2,0
42021,3,3,2,4,4,4,4,3,1,1,1
42022,3,2,3,4,3,2,5,4,0,2,0
42023,3,3,3,5,4,4,1,5,0,0,0
42024,3,1,5,1,1,3,5,4,0,2,0
42025,5,5,5,4,4,4,3,3,1,1,1
42026,3,3,4,4,4,4,4,4,1,1,1
42027,5,1,3,5,5,5,5,2,1,0,1
42028,4,3,5,4,5,4,4,4,0,2,0
42029,4,2,4,4,3,5,4,4,1,2,1
42030,4,1,5,3,3,4,5,3,0,0,0
42031,5,1,4,3,4,2,3,3,1,1,1
42032,1,1,5,5,5,5,5,3,1,1,1
42033,2,5,2,5,3,5,4,5,0,2,0
42034,3,4,3,4,4,4,3,4,0,2,0
42035,3,3,3,2,5,4,4,2,0,2,0
42036,2,1,4,2,2,2,4,1,1,1,0
42037,4,4,4,1,4,5,4,1,1,1,1
42038,1,1,5,4,4,5,4,5,1,1,1
42039,2,2,5,5,5,5,4,3,1,1,1
42040,1,1,3,3,3,3,1,3,1,1,0
42041,3,3,4,4,3,4,4,4,1,1,1
42042,2,2,3,3,4,4,3,3,0,2,0
42043,2,2,5,5,4,3,4,5,1,1,1
42044,4,4,4,3,4,5,3,3,0,2,0
42045,3,5,3,5,5,1,1,5,0,2,0
42046,2,2,4,3,1,5,1,3,1,1,1
42047,4,4,5,3,3,5,5,5,1,1,0
42048,5,5,5,4,4,4,4,5,1,1,1
42049,5,5,5,3,3,3,5,5,1,1,1
42050,1,1,4,5,5,5,4,4,1,1,1
42051,3,3,4,5,3,4,2,5,1,1,1
42052,2,2,2,4,3,2,4,4,0,2,0
42053,5,5,5,5,5,5,3,3,1,1,1
42054,2,3,1,5,3,3,2,5,0,2,0
42055,1,1,1,4,4,4,1,5,1,1,1
42056,2,1,3,3,5,1,3,3,0,2,0
42057,4,4,4,4,1,1,4,4,1,2,1
42058,5,1,5,5,3,1,4,5,1,2,1
42059,2,2,2,4,3,4,4,4,1,1,0
42060,2,4,2,4,3,2,4,4,1,1,0
42061,3,4,2,4,3,5,5,4,1,1,0
42062,1,3,1,2,1,5,4,2,1,2,0
42063,3,4,3,2,4,3,4,2,1,2,0
42064,1,1,4,3,3,3,4,4,1,1,1
42065,2,5,2,2,1,5,3,2,1,2,0
42066,4,4,5,4,4,3,5,4,1,1,1
42067,3,3,3,5,5,2,3,2,0,0,0
42068,2,3,2,2,4,4,2,2,0,2,0
42069,3,5,3,3,1,1,5,3,1,2,0
42070,4,4,4,4,4,4,3,4,1,1,1
42071,3,5,3,5,2,2,2,5,1,2,0
42072,4,1,4,4,3,2,4,4,1,2,1
42073,1,1,4,5,5,5,4,3,1,1,1
42074,4,2,4,4,2,3,5,4,1,2,1
42075,2,3,2,1,3,5,1,1,1,2,0
42076,2,1,2,2,4,2,3,2,0,2,0
42077,1,1,1,4,5,2,5,4,1,2,0
42078,3,3,3,2,2,2,2,5,0,2,0
42079,4,5,4,1,4,4,4,1,0,2,0
42080,4,4,4,4,4,4,5,3,1,1,1
42081,3,2,3,3,3,4,1,3,1,1,0
42082,3,3,4,4,4,4,1,4,1,1,0
42083,3,3,4,3,3,3,2,1,1,1,0
42084,4,3,4,4,2,5,4,4,1,2,0
42086,5,4,5,1,3,2,5,1,0,0,1
42087,1,3,1,2,4,4,1,2,1,2,0
42088,3,2,3,2,3,1,4,2,0,1,0
42089,5,5,4,4,3,5,5,4,1,1,1
42090,1,3,1,2,2,1,4,4,0,1,0
42091,2,2,2,5,4,4,5,5,0,2,0
42092,4,3,4,4,4,4,4,4,0,2,0
42093,1,5,1,1,4,2,2,1,1,2,0
42094,3,3,2,2,4,3,3,2,0,2,0
42095,4,4,4,4,4,4,4,5,1,1,1
42096,5,5,1,4,4,4,3,4,1,1,1
42097,4,4,5,3,3,3,5,5,1,1,1
42098,3,3,3,5,5,4,4,5,0,2,0
42099,2,2,5,4,4,4,5,3,1,1,1
42100,4,4,4,4,2,1,4,4,1,2,1
42102,5,2,5,1,5,5,5,5,0,2,1
42103,2,5,5,5,5,2,5,3,0,2,0
42104,1,3,2,1,5,4,3,1,0,2,0
42105,1,3,2,5,4,3,2,2,0,2,0
42106,4,4,5,4,4,4,4,5,1,1,1
42107,2,2,4,4,4,4,5,5,1,1,1
42108,3,3,5,5,5,5,3,4,1,1,1
42109,5,4,2,5,5,5,1,5,1,2,1
42110,4,4,4,1,5,2,5,1,0,2,1
42111,4,4,4,4,5,5,3,4,1,1,1
42112,1,5,3,3,3,3,2,3,1,1,0
42113,3,3,5,5,4,4,5,5,1,1,1
42114,5,3,3,5,5,5,2,3,1,2,1
42115,2,2,2,2,3,3,1,2,1,2,0
42116,1,4,4,3,3,1,1,4,0,2,0
42117,3,3,4,5,5,5,3,3,1,1,1
42118,3,3,5,4,4,5,5,4,1,1,1
42119,2,3,2,3,5,5,4,3,0,2,0
42120,1,1,4,5,5,5,4,3,1,1,1
42121,1,3,1,4,2,5,1,4,1,2,0
42122,3,4,3,3,1,3,4,3,1,2,0
42123,2,4,2,4,4,2,2,4,1,2,0
42124,2,2,2,2,3,3,1,2,1,1,0
42125,3,1,4,5,4,5,4,5,0,1,0
42126,3,1,4,4,4,5,4,4,0,2,0
42127,2,2,2,2,3,3,2,2,1,2,0
42128,3,1,4,3,3,4,1,4,1,1,0
42129,3,3,4,4,3,4,3,4,1,1,1
42130,3,5,5,3,3,5,4,3,0,2,0
42132,1,1,5,4,4,5,4,4,1,1,1
42133,4,3,4,3,5,5,3,3,0,2,0
42134,4,4,4,4,4,4,3,3,1,1,1
42135,2,3,2,2,3,4,3,2,1,2,0
42136,1,4,1,4,3,1,1,4,0,2,0
42137,3,3,4,4,4,4,3,3,1,1,1
42138,3,5,3,3,1,5,3,3,1,0,0
42139,4,1,3,4,4,2,5,4,1,1,1
42140,4,4,5,4,4,4,2,3,1,1,1
42141,4,3,4,5,1,3,1,5,0,2,1
42142,2,3,2,5,1,2,3,5,0,2,0
42143,3,4,3,1,1,3,2,3,0,2,0
42144,2,3,1,5,4,3,1,1,0,2,0
42146,2,3,2,5,1,5,4,5,0,2,0
42147,3,3,1,4,4,4,4,4,1,1,1
42148,5,2,5,5,2,2,4,5,1,0,1
42149,5,5,4,4,4,4,3,5,1,1,1
42150,2,2,3,4,4,4,3,3,1,1,1
42151,5,5,3,4,4,4,3,5,1,1,1
42152,2,4,2,5,5,4,5,5,0,2,0
42153,2,2,2,2,2,1,2,2,1,1,0
42154,4,4,1,4,4,5,3,5,1,1,1
42155,2,2,4,4,5,2,4,4,1,1,1
42156,1,3,1,2,3,5,5,2,1,1,0
42157,3,3,4,4,5,3,3,4,1,1,1
42158,4,4,4,5,2,4,2,5,0,2,0
42159,5,5,4,3,3,2,5,3,1,1,1
42160,3,3,5,5,5,5,5,4,1,1,1
42161,1,1,5,4,4,4,5,4,1,1,1
42162,1,1,2,4,4,4,3,3,1,1,1
42163,4,3,4,4,2,4,3,4,1,2,1
42165,3,3,4,4,4,4,5,3,1,1,1
42166,1,3,4,1,1,1,2,1,1,1,0
42167,1,3,5,1,1,1,3,3,0,2,0
42168,2,2,4,1,1,2,3,5,0,2,0
42169,1,1,1,1,5,2,4,1,0,2,0
42170,2,4,3,2,2,1,2,3,0,2,0
42171,4,2,3,1,5,3,3,1,0,2,0
42172,3,3,3,3,5,2,3,3,0,2,0
42173,1,1,3,5,5,5,3,2,1,1,1
42174,3,4,3,4,1,4,3,3,1,1,0
42175,1,1,5,4,4,4,5,3,1,1,1
42176,5,5,4,4,5,2,5,4,1,1,1
42177,4,4,4,2,3,2,4,2,1,2,0
42178,2,2,5,3,3,2,5,5,0,2,0
42179,2,2,5,4,4,4,4,4,1,1,1
42180,2,2,2,2,4,3,3,2,1,0,0
42181,2,2,2,1,5,4,4,1,0,2,0
42182,3,1,3,3,4,5,2,3,1,1,0
42183,1,1,5,5,5,5,3,5,1,1,1
42184,2,2,4,2,2,2,2,3,1,1,0
42185,2,2,2,2,4,5,2,2,1,2,0
42186,3,4,2,2,2,2,5,4,0,2,0
42187,3,4,4,2,2,3,1,3,0,2,0
42188,2,2,4,4,4,4,4,5,1,1,1
42189,3,1,3,3,5,2,5,3,0,0,0
42190,4,2,4,4,3,4,5,4,0,0,0
42191,1,2,1,5,4,3,3,5,0,2,0
42192,1,1,5,5,5,5,4,5,1,1,1
42194,4,4,5,5,5,5,3,4,1,1,1
42195,4,4,4,2,4,1,2,2,0,2,0
42196,4,3,1,3,2,2,4,3,0,0,1
42197,3,3,3,2,4,3,5,2,0,2,0
42198,3,4,3,3,3,3,3,2,1,1,0
42199,5,4,4,4,4,2,4,2,0,2,1
42200,2,4,4,5,5,2,5,3,0,1,0
42201,3,3,3,2,1,1,3,2,0,1,0
42202,4,4,5,5,5,5,3,5,1,1,1
42203,4,1,4,4,1,2,4,4,1,0,1
42204,3,1,3,3,2,2,3,3,1,2,0
42205,5,5,4,5,5,5,4,3,1,1,1
42206,3,4,3,4,5,4,4,4,0,2,0
42207,3,3,2,2,3,3,4,2,1,2,0
42208,3,3,4,1,1,3,4,5,0,2,0
42209,2,4,2,2,1,3,1,2,0,0,0
42210,1,4,1,2,5,2,4,2,1,1,0
42211,5,5,5,5,4,4,2,5,1,1,1
42212,5,5,4,4,4,4,5,4,1,1,1
42214,3,3,3,2,3,3,4,2,0,2,0
42215,2,4,2,2,4,2,3,2,1,1,0
42216,3,3,5,5,5,4,5,4,1,1,1
42217,1,4,1,3,1,5,1,3,1,2,0
42218,1,1,4,5,5,5,3,5,1,1,1
42219,3,2,4,3,5,4,4,4,0,0,0
42220,1,2,3,2,5,3,3,3,0,2,0
42221,3,3,5,5,5,5,5,5,1,1,1
42222,4,4,4,4,4,4,4,3,1,1,1
42223,4,1,4,4,5,2,2,4,1,0,1
42224,2,4,2,3,3,2,3,3,0,2,0
42225,1,1,4,5,5,4,4,5,1,1,1
42226,2,1,2,5,5,4,5,5,1,0,0
42227,4,2,3,4,4,3,1,3,1,1,0
42228,5,4,5,5,1,4,5,5,1,0,1
42229,3,3,3,3,5,5,4,3,0,2,0
42230,3,3,3,1,1,4,4,1,1,2,0
42231,3,4,2,1,4,4,5,1,0,2,0
42232,2,2,2,2,4,4,1,2,1,2,0
42233,3,3,3,3,2,3,4,3,1,2,0
42234,3,3,5,4,4,4,5,5,1,1,1
42235,3,5,5,2,2,3,5,3,0,2,0
42236,2,2,4,5,5,5,5,3,1,1,1
42237,5,5,5,5,5,3,3,5,1,2,1
42238,2,2,2,2,2,3,3,2,1,1,0
42239,2,3,2,3,4,4,3,3,0,0,0
42240,4,4,4,5,4,1,1,5,1,2,1
42241,2,2,3,3,5,3,3,3,0,2,0
42243,2,5,2,2,1,2,4,2,1,0,0
42244,2,2,4,2,2,2,4,3,1,1,1
42246,4,5,4,4,2,2,4,4,1,0,1
42247,1,1,4,5,5,5,3,4,1,1,1
42248,2,1,4,2,2,2,4,4,1,1,0
42249,4,3,4,2,4,2,3,2,1,2,1
42250,4,3,4,1,4,3,3,1,0,2,0
42251,3,3,5,3,3,3,4,3,1,1,1
42252,2,3,5,1,1,2,5,5,0,2,0
42253,4,3,3,4,4,4,2,3,1,1,0
42254,4,1,3,3,3,2,1,3,0,2,1
42255,4,1,4,2,4,2,4,2,1,1,0
42256,5,5,1,2,2,2,4,2,1,1,1
42257,2,5,3,2,2,2,1,4,1,1,0
42258,5,1,1,5,5,5,5,1,1,0,1
42259,5,5,4,5,5,5,4,5,1,1,1
42260,1,2,1,4,4,3,5,4,0,2,0
42261,3,3,4,4,5,4,4,4,1,1,1
42262,3,3,3,4,1,1,3,4,0,2,0
42263,2,3,2,5,3,5,2,2,0,2,0
42265,4,1,4,4,3,2,5,4,1,2,1
42266,2,4,2,3,5,3,3,3,0,2,0
42267,2,1,2,4,4,5,3,4,1,1,0
42268,5,5,4,5,5,5,3,4,1,1,1
42269,1,1,3,3,3,4,5,3,1,1,1
42270,2,3,2,5,3,5,3,5,0,2,0
42271,1,4,1,1,2,1,2,1,1,2,0
42272,1,1,5,4,4,4,5,3,1,1,1
42273,4,4,4,1,3,4,5,1,1,2,1
42274,4,3,3,4,4,5,5,4,1,1,0
42275,3,3,3,4,4,4,2,4,1,1,1
42276,4,4,4,5,5,4,3,5,1,1,1
42278,3,3,4,4,4,1,4,4,1,2,0
42279,1,4,1,1,4,3,4,1,0,2,0
42280,3,3,4,5,5,5,3,4,1,1,1
42282,3,3,4,4,4,5,5,4,1,1,1
42283,3,3,5,5,5,5,4,5,1,1,1
42284,5,3,4,4,4,5,3,5,0,2,1
42285,2,3,4,4,4,4,2,1,1,1,0
42286,1,1,4,3,5,4,4,4,1,1,1
42287,3,5,4,3,2,1,5,3,1,2,1
42288,5,5,5,5,1,1,4,5,1,2,1
42289,4,3,4,5,1,3,3,5,0,2,1
42290,1,2,1,4,5,2,4,4,0,2,0
42291,3,1,3,2,4,5,3,2,0,2,0
42292,1,1,1,2,4,4,5,2,1,1,0
42293,1,5,4,1,1,1,1,4,1,2,0
42294,1,2,1,2,5,4,5,2,1,1,0
42295,3,4,3,3,3,3,4,1,1,1,0
42296,5,5,4,2,5,4,5,5,1,0,1
42297,1,2,1,2,2,1,3,2,0,2,0
42298,3,2,3,5,5,2,5,5,1,2,0
42299,5,1,5,5,3,1,4,5,1,0,1
42301,2,3,2,4,5,3,3,4,0,2,0
42302,1,2,1,1,3,5,3,1,0,2,0
42303,3,3,4,2,2,3,3,3,1,2,0
42304,4,3,4,5,4,3,3,5,0,0,0
42305,2,2,2,5,4,2,5,5,1,2,0
42306,3,3,5,4,4,4,5,3,1,1,1
42307,4,4,5,2,5,4,4,2,0,2,0
42308,4,1,3,4,4,4,3,2,1,1,0
42309,1,1,4,3,3,3,3,4,1,1,1
42310,3,2,5,5,5,3,2,3,0,1,0
42311,2,1,2,1,5,5,4,1,0,2,0
42312,2,2,1,1,4,5,4,1,0,2,0
42313,5,5,4,5,5,5,5,3,1,1,1
42314,3,2,4,3,3,2,3,4,1,1,0
42315,5,2,4,3,4,2,4,3,0,2,1
42316,3,3,3,4,4,4,1,2,1,1,1
42317,1,2,1,4,4,2,3,3,0,2,0
42318,2,2,4,4,1,2,2,4,1,1,1
42319,4,4,4,4,2,2,2,4,1,2,1
42320,4,4,4,4,4,4,4,4,1,1,1
42321,3,4,3,5,1,2,1,5,1,0,0
42322,4,3,4,4,5,2,4,4,0,2,1
42323,3,3,4,4,4,4,3,3,1,1,1
42324,1,1,4,1,1,2,1,4,1,1,0
42326,4,4,4,2,2,2,3,5,1,1,1
42327,3,3,3,3,2,3,3,3,1,2,0
42328,1,4,1,4,5,3,5,4,1,1,0
42329,5,5,4,2,2,2,4,3,1,1,1
42330,2,3,5,4,4,2,4,3,0,2,0
42331,5,2,3,5,5,5,1,4,1,2,1
42332,4,4,4,5,5,5,4,4,1,1,1
42334,1,1,4,5,5,5,5,5,1,1,1
42335,3,3,4,4,4,4,4,4,1,1,1
42336,4,1,4,4,5,4,2,4,1,2,1
42337,3,3,4,5,5,5,4,2,1,1,1
42338,5,1,5,4,2,4,2,4,0,2,1
42339,3,3,3,5,3,4,4,5,1,1,0
42340,4,4,5,4,4,4,3,4,1,1,1
42341,2,4,3,4,4,2,3,3,0,2,0
42342,3,3,5,4,4,4,4,5,1,1,1
42343,2,2,4,2,2,2,4,2,1,1,0
42346,1,1,4,5,5,5,5,5,1,1,1
42347,2,2,4,4,4,4,2,1,1,1,1
42348,4,3,4,4,2,4,5,4,1,2,0
42349,3,3,3,4,2,1,5,4,0,1,0
42350,1,2,4,1,1,1,4,4,1,1,0
42351,2,4,2,4,4,1,2,4,0,2,0
42353,4,3,4,4,4,4,4,3,1,1,0
42354,2,3,2,3,3,4,4,3,0,2,0
42355,2,2,5,3,3,3,5,4,1,1,1
42356,2,3,2,1,3,3,3,1,1,1,0
42357,4,3,3,2,5,2,4,2,0,2,1
42358,5,5,5,5,5,5,4,4,1,1,1
42359,1,1,5,4,4,4,4,3,1,1,1
42360,3,2,3,1,4,5,3,1,0,2,0
42361,2,2,5,5,2,2,3,5,1,1,1
42362,1,1,5,4,4,4,2,4,1,1,1
42363,2,2,4,4,4,4,3,3,1,1,1
42364,1,1,3,5,5,4,1,4,1,1,1
42365,1,4,1,3,3,3,5,3,0,2,0
42366,2,4,2,1,4,2,1,1,1,2,0
42367,3,1,5,2,2,3,2,5,0,2,0
42369,4,4,4,2,4,3,1,2,1,1,0
42370,3,3,3,5,5,2,1,5,1,2,0
42371,3,5,3,3,3,3,3,2,1,2,0
42372,3,3,4,5,5,5,5,4,1,1,1
42373,2,3,3,2,2,2,1,4,0,2,0
42374,2,4,5,1,5,4,4,4,0,2,0
42375,4,4,4,5,1,2,1,5,1,2,0
42376,4,3,4,4,1,1,1,4,1,2,1
42377,3,4,4,3,3,3,3,4,1,1,0
42378,4,4,5,5,3,2,3,5,1,1,1
42379,2,2,5,2,2,2,3,3,1,1,1
42380,5,5,5,5,2,3,5,5,1,2,1
42381,4,4,4,4,3,2,3,4,0,2,0
42382,1,1,4,1,1,1,4,4,1,1,0
42383,3,1,3,3,3,1,3,3,1,1,0
42384,2,2,2,2,5,3,3,2,0,2,0
42385,4,3,4,4,4,2,5,4,1,2,1
42386,5,4,3,3,3,5,3,5,0,2,1
42387,2,2,5,4,4,4,4,4,1,1,1
42388,3,4,3,3,2,5,4,3,1,2,0
42389,2,4,2,4,3,3,4,4,0,2,0
42390,4,4,4,5,2,5,2,5,1,2,0
42391,5,5,5,4,4,4,5,4,1,1,1
42392,3,2,3,3,5,3,3,3,0,2,0
42393,2,3,1,4,3,4,1,1,0,2,0
42394,4,3,3,1,5,4,5,1,0,2,1
42395,5,5,5,5,1,5,1,5,1,1,1
42396,2,2,2,2,3,5,5,2,0,2,0
42397,2,3,2,4,4,3,1,4,0,2,0
42398,2,1,3,2,4,2,3,2,1,1,0
42399,2,4,2,4,1,2,1,4,1,2,0
42401,2,3,2,1,4,3,2,1,0,2,0
42402,5,5,4,4,4,4,5,5,1,1,1
42403,1,2,1,1,1,3,5,1,1,2,0
42404,5,5,5,5,5,5,4,3,1,1,1
42407,3,3,4,5,5,5,5,3,1,1,1
42408,4,4,3,2,2,3,2,1,0,2,0
42411,1,1,5,4,4,4,3,3,1,1,1
42412,2,2,5,5,5,5,3,4,1,1,1
42413,3,1,3,5,3,4,3,5,0,2,0
42414,1,4,1,4,4,2,3,4,1,2,0
42415,1,1,4,5,5,5,5,5,1,1,1
42416,2,3,2,3,5,4,4,3,1,1,1
42417,3,5,2,3,3,3,1,2,1,1,0
42418,2,4,3,3,3,3,2,4,1,1,0
42419,2,3,2,2,4,3,4,2,1,2,0
42420,3,3,5,3,3,3,4,4,1,1,1
42421,4,4,5,4,4,5,5,4,1,1,1
42422,3,1,3,3,3,3,1,1,1,1,0
42423,1,1,4,5,5,5,5,3,1,1,1
42424,1,1,3,1,1,1,1,2,1,1,0
42425,2,5,1,2,2,2,4,3,1,1,0
42426,3,5,3,3,3,3,4,2,1,1,0
42427,4,4,5,4,4,4,3,5,1,1,1
42428,3,3,3,3,3,2,5,3,0,2,0
42429,3,3,3,3,3,3,2,1,1,1,0
42430,5,4,5,2,3,2,3,2,1,1,1
42431,4,4,4,4,3,1,3,4,1,2,1
42432,3,3,4,5,5,5,4,4,1,1,1
